ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13204489,JG416325,09/06/2023 11:00:00 AM,0000X E 8TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,123,1,4.0,32.0,06,1176857.0,1896680.0,2023,11/04/2023 03:40:18 PM,41.871834768,-87.62615082,"(41.871834768, -87.62615082)"
12014842,JD192231,03/21/2020 05:20:00 PM,069XX S MERRILL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,331,3,5.0,43.0,08B,1191746.0,1859296.0,2020,03/28/2020 03:42:36 PM,41.768901522,-87.572703345,"(41.768901522, -87.572703345)"
12009225,JD181883,03/06/2020 11:00:00 AM,014XX W IRVING PARK RD,0810,THEFT,OVER $500,OTHER (SPECIFY),False,False,1912,19,47.0,6.0,06,1165958.0,1926660.0,2020,03/18/2020 03:40:21 PM,41.954341216,-87.665307966,"(41.954341216, -87.665307966)"
12070830,JD255676,06/06/2020 12:25:00 PM,0000X E 14TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,131,1,3.0,33.0,04A,1176841.0,1893250.0,2020,06/13/2020 03:42:03 PM,41.862422995,-87.626313277,"(41.862422995, -87.626313277)"
12047442,JD228643,05/10/2020 02:03:00 AM,057XX S PRAIRIE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,False,True,232,2,20.0,40.0,20,1179021.0,1867009.0,2020,06/29/2020 03:40:03 PM,41.790366109,-87.61911168,"(41.790366109, -87.61911168)"
12023743,JD201962,04/03/2020 08:00:00 PM,014XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),True,False,1922,19,47.0,6.0,05,1165651.0,1926651.0,2020,07/09/2020 03:44:39 PM,41.954323081,-87.666436795,"(41.954323081, -87.666436795)"
12140749,JD338357,08/19/2020 03:45:00 PM,011XX S CLARK ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,123,1,4.0,32.0,06,1175696.0,1895352.0,2020,08/26/2020 03:42:14 PM,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
12167948,JD369768,09/16/2020 11:15:00 PM,010XX W 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,612,6,17.0,71.0,08B,1170855.0,1854428.0,2020,09/23/2020 03:41:37 PM,41.756024579,-87.649420997,"(41.756024579, -87.649420997)"
12198486,JD405271,10/20/2020 01:17:00 PM,047XX S DR MARTIN LUTHER KING JR DR,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,224,2,3.0,38.0,26,1179661.0,1873589.0,2020,12/17/2020 03:40:05 PM,41.808407604,-87.616563802,"(41.808407604, -87.616563802)"
12158082,JD358790,09/06/2020 05:31:00 PM,040XX W WASHINGTON BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1115,11,28.0,26.0,15,1149510.0,1900184.0,2020,09/13/2020 03:42:34 PM,41.882024507,-87.726462162,"(41.882024507, -87.726462162)"
12058187,JD241174,05/23/2020 12:00:00 PM,049XX S CALUMET AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,False,True,224,2,3.0,38.0,26,1179267.0,1872379.0,2020,05/30/2020 03:41:02 PM,41.805096267,-87.618045825,"(41.805096267, -87.618045825)"
12071754,JD256919,06/07/2020 06:34:00 PM,040XX W VAN BUREN ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1132,11,28.0,26.0,18,1149504.0,1897717.0,2020,06/14/2020 03:43:07 PM,41.875254899,-87.72654824,"(41.875254899, -87.72654824)"
12044561,JD225281,05/05/2020 11:16:00 PM,042XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,213,2,3.0,38.0,15,1177420.0,1876918.0,2020,05/12/2020 03:42:00 PM,41.817593665,-87.624682516,"(41.817593665, -87.624682516)"
12165510,JD367145,09/14/2020 02:00:00 PM,027XX W 63RD ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,True,False,825,8,16.0,66.0,11,1158977.0,1862755.0,2020,02/17/2022 03:43:24 PM,41.779125969,-87.692724188,"(41.779125969, -87.692724188)"
12018108,JD195550,03/26/2020 10:30:00 AM,008XX N LOREL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1524,15,37.0,25.0,05,1140520.0,1905076.0,2020,04/02/2020 04:25:16 PM,41.895618464,-87.759353621,"(41.895618464, -87.759353621)"
12035345,JD214789,04/22/2020 05:47:00 PM,048XX W RICE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1531,15,37.0,25.0,14,1143885.0,1905217.0,2020,04/29/2020 03:41:48 PM,41.895942945,-87.746991055,"(41.895942945, -87.746991055)"
12186179,JD390537,09/02/2020 12:00:00 AM,020XX S MICHIGAN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,132,1,3.0,33.0,11,1177528.0,1890620.0,2020,10/09/2020 03:40:28 PM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
12133728,JD330216,08/12/2020 08:30:00 AM,050XX W WASHINGTON BLVD,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,1532,15,28.0,25.0,11,1142833.0,1900035.0,2020,08/19/2020 03:51:00 PM,41.881742581,-87.750984043,"(41.881742581, -87.750984043)"
12056750,JD237660,05/20/2020 02:00:00 PM,077XX S CARPENTER ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,False,True,612,6,17.0,71.0,26,1170658.0,1853397.0,2020,05/27/2020 03:41:43 PM,41.753199675,-87.65017296,"(41.753199675, -87.65017296)"
12030021,JD208922,04/14/2020 12:00:00 AM,014XX W BERWYN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,2013,20,48.0,77.0,26,1165482.0,1935293.0,2020,04/21/2020 03:40:25 PM,41.978040669,-87.66681092,"(41.978040669, -87.66681092)"
12060816,JD244197,05/26/2020 07:00:00 PM,007XX N MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1214,12,27.0,24.0,07,1169580.0,1905312.0,2020,06/02/2020 03:42:16 PM,41.895682989,-87.652616066,"(41.895682989, -87.652616066)"
12122285,JD316626,07/30/2020 12:00:00 PM,001XX E CHICAGO AVE,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,False,False,1833,18,42.0,8.0,06,1177063.0,1905749.0,2020,08/06/2020 03:43:35 PM,41.896715933,-87.625119738,"(41.896715933, -87.625119738)"
12025091,JD203486,03/30/2020 05:30:00 PM,041XX N TROY ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1724,17,33.0,16.0,06,1154649.0,1927271.0,2020,04/09/2020 03:40:10 PM,41.956252211,-87.706865105,"(41.956252211, -87.706865105)"
12184754,JD388124,10/04/2020 05:25:00 AM,021XX W CHURCHILL ST,0460,BATTERY,SIMPLE,STREET,False,False,1434,14,32.0,24.0,08B,1161922.0,1912168.0,2020,10/11/2020 03:41:08 PM,41.914659653,-87.680550487,"(41.914659653, -87.680550487)"
12119968,JD313759,07/27/2020 07:00:00 AM,035XX N LEAVITT ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1921,19,47.0,5.0,05,1161067.0,1923484.0,2020,08/03/2020 03:41:51 PM,41.945729306,-87.683376487,"(41.945729306, -87.683376487)"
12121327,JD315116,06/18/2020 12:00:00 PM,050XX N SPRINGFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,1712,17,39.0,14.0,26,1149476.0,1933249.0,2020,09/07/2021 03:41:02 PM,41.972758461,-87.725726634,"(41.972758461, -87.725726634)"
12159318,JD357135,09/03/2020 08:00:00 PM,010XX S STATE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,123,1,4.0,32.0,06,1176502.0,1895903.0,2020,09/10/2020 03:43:18 PM,41.869710651,-87.627477612,"(41.869710651, -87.627477612)"
12112127,JD304488,07/20/2020 10:15:00 PM,079XX S ELIZABETH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,612,6,21.0,71.0,08B,1169371.0,1852076.0,2020,07/27/2020 04:43:10 PM,41.74960262,-87.654927494,"(41.74960262, -87.654927494)"
12013024,JD190192,03/18/2020 04:00:00 PM,025XX W 109TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,2212,22,19.0,75.0,05,1161462.0,1832267.0,2020,03/25/2020 03:54:31 PM,41.695410927,-87.684456603,"(41.695410927, -87.684456603)"
12155809,JD355775,09/04/2020 12:57:00 AM,087XX S BURLEY AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,424,4,10.0,46.0,26,1199187.0,1847619.0,2020,09/11/2020 03:41:07 PM,41.736675238,-87.545820662,"(41.736675238, -87.545820662)"
12060141,JD243373,05/26/2020 12:50:00 PM,083XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,True,False,632,6,8.0,44.0,08B,1183013.0,1849827.0,2020,06/02/2020 03:42:16 PM,41.743125083,-87.605007694,"(41.743125083, -87.605007694)"
12195050,JD401253,10/16/2020 12:08:00 PM,004XX W WELLINGTON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1934,19,44.0,6.0,26,1172742.0,1920239.0,2020,12/17/2020 03:40:05 PM,41.93657396,-87.640559999,"(41.93657396, -87.640559999)"
12104917,JD295290,07/12/2020 09:10:00 PM,023XX N LOCKWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,2515,25,36.0,19.0,08B,1140668.0,1914995.0,2020,07/19/2020 03:41:07 PM,41.922834609,-87.758565927,"(41.922834609, -87.758565927)"
12098817,JD285235,07/04/2020 01:50:00 AM,005XX W ARLINGTON PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1935,19,43.0,7.0,14,1172136.0,1916652.0,2020,07/11/2020 03:41:27 PM,41.9267445,-87.642893262,"(41.9267445, -87.642893262)"
12044108,JD224833,05/05/2020 02:00:00 PM,004XX N HAMLIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1122,11,27.0,23.0,08A,1150979.0,1902659.0,2020,05/12/2020 03:42:00 PM,41.888787538,-87.721003117,"(41.888787538, -87.721003117)"
12153528,JD353162,08/21/2020 08:00:00 PM,107XX S EWING AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,432,4,10.0,52.0,06,1202188.0,1834255.0,2020,09/04/2020 03:39:55 PM,41.699927519,-87.535280094,"(41.699927519, -87.535280094)"
12064831,JD249194,05/31/2020 10:00:00 AM,0000X E 99TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,511,5,9.0,49.0,06,1178251.0,1839010.0,2020,06/07/2020 03:41:45 PM,41.713551137,-87.622782912,"(41.713551137, -87.622782912)"
12149417,JD348066,08/28/2020 11:50:00 AM,011XX S TROY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,1134,11,24.0,29.0,15,1155535.0,1894930.0,2020,09/04/2020 03:40:59 PM,41.867487947,-87.704479646,"(41.867487947, -87.704479646)"
12043094,JD223638,05/04/2020 01:58:00 AM,040XX N KEDVALE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,1722,17,39.0,16.0,26,1148121.0,1926703.0,2020,05/12/2020 03:40:15 PM,41.954822019,-87.730878528,"(41.954822019, -87.730878528)"
12202979,JD410484,10/25/2020 11:30:00 AM,076XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False,612,6,17.0,71.0,08A,1167001.0,1854067.0,2020,12/17/2020 03:40:05 PM,41.755117151,-87.66355537,"(41.755117151, -87.66355537)"
12184152,JD388806,10/04/2020 07:00:00 PM,021XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,914,9,25.0,34.0,06,1174922.0,1889991.0,2020,10/11/2020 03:41:08 PM,41.853523217,-87.633455118,"(41.853523217, -87.633455118)"
12031264,JD210357,04/15/2020 12:00:00 PM,007XX W SHERIDAN RD,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,RESIDENCE,True,False,1925,19,46.0,6.0,17,1170496.0,1926135.0,2020,08/27/2020 03:40:10 PM,41.952802319,-87.648641167,"(41.952802319, -87.648641167)"
12133204,JD329428,08/11/2020 11:30:00 PM,027XX W LEXINGTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1135,11,28.0,27.0,07,1158210.0,1896589.0,2020,08/18/2020 03:42:06 PM,41.871986216,-87.694613949,"(41.871986216, -87.694613949)"
12132811,JD329163,08/11/2020 11:00:00 PM,028XX S STATE ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,True,False,133,1,3.0,35.0,24,1176743.0,1886039.0,2020,08/18/2020 03:42:06 PM,41.842637721,-87.62689079,"(41.842637721, -87.62689079)"
12159038,JD360079,09/07/2020 10:00:00 PM,022XX N KILBOURN AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,2522,25,36.0,20.0,08B,1146016.0,1914687.0,2020,09/14/2020 03:42:30 PM,41.921889381,-87.738923226,"(41.921889381, -87.738923226)"
12087322,JD275194,06/23/2020 11:00:00 PM,059XX N ODELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1612,16,41.0,10.0,14,1126508.0,1938579.0,2020,06/30/2020 03:41:52 PM,41.987800474,-87.810066387,"(41.987800474, -87.810066387)"
12175751,JD378863,09/25/2020 12:38:00 PM,001XX N LA SALLE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GOVERNMENT BUILDING / PROPERTY,False,False,122,1,42.0,32.0,26,1175114.0,1900975.0,2020,10/02/2020 03:43:10 PM,41.883659738,-87.632421239,"(41.883659738, -87.632421239)"
12019749,JD196670,03/28/2020 09:00:00 AM,065XX N GLENWOOD AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,True,2432,24,49.0,1.0,04A,1165745.0,1943674.0,2020,03/01/2022 03:40:19 PM,42.001032737,-87.665603433,"(42.001032737, -87.665603433)"
12094708,JD283631,07/02/2020 04:40:00 PM,060XX N CICERO AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1621,16,39.0,12.0,08A,1143285.0,1939645.0,2020,07/09/2020 03:49:14 PM,41.990427791,-87.748331787,"(41.990427791, -87.748331787)"
12042793,JD223160,05/03/2020 01:02:00 PM,056XX S MORGAN ST,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,False,False,712,7,16.0,68.0,04B,1170605.0,1867475.0,2020,05/10/2020 03:41:42 PM,41.791832578,-87.64995725,"(41.791832578, -87.64995725)"
12091302,JD279805,06/29/2020 08:55:00 AM,0000X E 8TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,123,1,4.0,32.0,26,1176533.0,1896669.0,2020,07/06/2020 03:42:25 PM,41.871811902,-87.627340674,"(41.871811902, -87.627340674)"
12022773,JD200813,04/03/2020 02:20:00 AM,026XX N ELSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APPLIANCE STORE,False,False,1432,14,1.0,22.0,14,1160906.0,1917621.0,2020,04/10/2020 03:41:36 PM,41.929644221,-87.684131464,"(41.929644221, -87.684131464)"
12087979,JD275815,06/25/2020 12:00:00 PM,039XX N SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1733,17,33.0,16.0,14,1153687.0,1926035.0,2020,07/02/2020 03:42:11 PM,41.952879787,-87.710434702,"(41.952879787, -87.710434702)"
12184105,JD388679,09/21/2020 12:00:00 PM,024XX W GREENLEAF AVE,0810,THEFT,OVER $500,CHA APARTMENT,False,False,2411,24,50.0,2.0,06,1158873.0,1946708.0,2020,10/07/2020 03:40:21 PM,42.009502407,-87.690800558,"(42.009502407, -87.690800558)"
12170265,JD372519,09/19/2020 02:10:00 PM,014XX W THORNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2013,20,48.0,77.0,14,1165602.0,1939639.0,2020,09/26/2020 03:40:42 PM,41.989963659,-87.666245142,"(41.989963659, -87.666245142)"
12117090,JD306066,07/04/2020 06:00:00 PM,010XX S CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,123,1,4.0,32.0,05,1175680.0,1895895.0,2020,07/29/2020 03:39:55 PM,41.869707206,-87.630495617,"(41.869707206, -87.630495617)"
12151871,JD351044,08/30/2020 09:46:00 PM,050XX S BISHOP ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,True,933,9,20.0,61.0,04B,1167517.0,1871423.0,2020,09/06/2020 03:42:29 PM,41.80273315,-87.661167194,"(41.80273315, -87.661167194)"
12080090,JD266538,06/17/2020 12:00:00 AM,037XX W PIPPIN ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,True,False,833,8,18.0,70.0,08B,1152828.0,1853412.0,2020,06/24/2020 03:41:23 PM,41.75361077,-87.715513275,"(41.75361077, -87.715513275)"
12166774,JD368485,09/15/2020 06:41:00 PM,042XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,214,2,4.0,38.0,08B,1182309.0,1877148.0,2020,09/22/2020 03:42:48 PM,41.81811276,-87.60674129,"(41.81811276, -87.60674129)"
12106951,JD297566,07/11/2020 08:00:00 PM,014XX S EMERALD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1232,12,11.0,28.0,26,1171591.0,1893078.0,2020,07/18/2020 03:42:59 PM,41.862068038,-87.64559023,"(41.862068038, -87.64559023)"
12104213,JD295155,07/12/2020 05:04:00 PM,012XX W 74TH ST,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,734,7,17.0,67.0,18,1169364.0,1855712.0,2020,07/19/2020 03:41:07 PM,41.75958044,-87.654848069,"(41.75958044, -87.654848069)"
12131713,JD327894,08/11/2020 01:15:00 AM,085XX W BERWYN AVE,0810,THEFT,OVER $500,STREET,False,False,1614,16,41.0,76.0,06,1118383.0,1933928.0,2020,08/18/2020 03:42:06 PM,41.975169925,-87.840049953,"(41.975169925, -87.840049953)"
12009251,JD185949,03/14/2020 06:30:00 PM,014XX N SEDGWICK ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),False,False,1821,18,27.0,8.0,04B,1173383.0,1909988.0,2020,03/21/2020 04:10:24 PM,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
12151633,JD350227,08/22/2020 03:00:00 PM,069XX N Wolcott Ave,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2424,24,49.0,1.0,06,1162347.0,1946219.0,2020,09/02/2020 03:40:41 PM,42.008088319,-87.678032399,"(42.008088319, -87.678032399)"
12027173,JD205570,04/02/2020 12:01:00 AM,087XX S BURLEY AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,APARTMENT,False,True,424,4,10.0,46.0,17,1199185.0,1847674.0,2020,06/10/2020 03:40:05 PM,41.736826212,-87.545826145,"(41.736826212, -87.545826145)"
12057753,JD240680,05/23/2020 03:20:00 PM,055XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,231,2,20.0,40.0,14,1178988.0,1868183.0,2020,05/30/2020 03:41:02 PM,41.793588428,-87.619196923,"(41.793588428, -87.619196923)"
12026782,JD205227,04/09/2020 07:20:00 AM,046XX S CICERO AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,True,False,815,8,22.0,56.0,14,1145145.0,1873342.0,2020,04/16/2020 03:41:41 PM,41.808449979,-87.74316789,"(41.808449979, -87.74316789)"
12104638,JD295730,07/13/2020 12:01:00 AM,050XX W SCHOOL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1634,16,31.0,15.0,14,1142191.0,1921471.0,2020,07/20/2020 03:42:06 PM,41.940577252,-87.752808731,"(41.940577252, -87.752808731)"
12140318,JD337757,08/19/2020 12:10:00 PM,094XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,634,6,21.0,49.0,14,1176941.0,1842351.0,2020,09/07/2021 03:41:02 PM,41.722748857,-87.627480265,"(41.722748857, -87.627480265)"
12107434,JD299017,07/15/2020 09:00:00 PM,042XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,213,2,3.0,38.0,06,1178306.0,1876922.0,2020,07/22/2020 03:42:12 PM,41.817584545,-87.621432314,"(41.817584545, -87.621432314)"
12179853,JD382272,09/25/2020 08:45:00 AM,001XX W JACKSON BLVD,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,122,1,42.0,32.0,24,1175454.0,1898968.0,2020,10/02/2020 03:43:10 PM,41.878144785,-87.631233035,"(41.878144785, -87.631233035)"
12090581,JD278948,06/28/2020 11:02:00 AM,076XX S KINGSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,421,4,7.0,43.0,05,1194519.0,1854810.0,2020,07/05/2020 03:41:36 PM,41.756523865,-87.562686396,"(41.756523865, -87.562686396)"
12118543,JD312266,07/27/2020 09:44:00 PM,010XX N HAMLIN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,True,True,1112,11,27.0,23.0,26,1150861.0,1906623.0,2020,08/03/2020 03:41:51 PM,41.899667469,-87.721332624,"(41.899667469, -87.721332624)"
12045722,JD226633,05/06/2020 02:53:00 PM,079XX S RHODES AVE,0810,THEFT,OVER $500,APARTMENT,False,False,624,6,6.0,44.0,06,1181283.0,1852439.0,2020,05/14/2020 08:47:15 AM,41.750332707,-87.61126612,"(41.750332707, -87.61126612)"
12151382,JD350636,08/25/2020 10:00:00 AM,011XX N AVERS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1112,11,27.0,23.0,06,1150508.0,1907330.0,2020,09/02/2020 03:40:41 PM,41.90161445,-87.722610717,"(41.90161445, -87.722610717)"
12055220,JD237719,05/20/2020 02:40:00 PM,034XX W WALNUT ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,True,False,1123,11,28.0,27.0,18,1153405.0,1901461.0,2020,05/27/2020 03:41:43 PM,41.885452254,-87.712125721,"(41.885452254, -87.712125721)"
12156290,JD356313,09/04/2020 02:34:00 PM,008XX E 82ND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,631,6,8.0,44.0,15,1183418.0,1850810.0,2020,09/11/2020 03:41:07 PM,41.745813125,-87.603493223,"(41.745813125, -87.603493223)"
12034732,JD214276,04/22/2020 01:40:00 AM,079XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,624,6,6.0,44.0,08B,1182270.0,1852586.0,2020,04/29/2020 03:41:48 PM,41.750713304,-87.607644795,"(41.750713304, -87.607644795)"
12080032,JD266411,06/16/2020 08:16:00 PM,003XX E WACKER DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,HOTEL / MOTEL,False,False,114,1,42.0,32.0,11,1178664.0,1902455.0,2020,06/23/2020 03:41:32 PM,41.887640628,-87.619340283,"(41.887640628, -87.619340283)"
12205563,JD413602,10/27/2020 03:30:00 AM,029XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1135,11,28.0,27.0,14,1156906.0,1896230.0,2020,12/17/2020 03:40:05 PM,41.871027611,-87.699411225,"(41.871027611, -87.699411225)"
12057867,JD240800,05/23/2020 08:34:00 PM,049XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,223,2,4.0,39.0,08B,1182428.0,1872201.0,2020,05/30/2020 03:41:02 PM,41.804535047,-87.606458255,"(41.804535047, -87.606458255)"
12014465,JD191831,03/21/2020 07:30:00 AM,079XX S GREEN ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,621,6,17.0,71.0,08B,1172016.0,1852202.0,2020,03/28/2020 03:42:36 PM,41.749890743,-87.64523144,"(41.749890743, -87.64523144)"
12110130,JD302425,07/19/2020 03:11:00 AM,003XX W WOLF POINT PLZ,0820,THEFT,$500 AND UNDER,STREET,False,False,1831,18,42.0,8.0,06,1173778.0,1902508.0,2020,07/26/2020 03:41:17 PM,41.88789622,-87.637281436,"(41.88789622, -87.637281436)"
12033948,JD213413,04/20/2020 08:45:00 PM,080XX S CHAPPEL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,False,False,414,4,8.0,46.0,04A,1191260.0,1852065.0,2020,04/27/2020 03:40:45 PM,41.74907084,-87.574718487,"(41.74907084, -87.574718487)"
12174577,JD377555,09/23/2020 05:50:00 AM,027XX S HOMAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,1032,10,22.0,30.0,26,1154142.0,1885584.0,2020,09/30/2020 03:42:18 PM,41.841869335,-87.709842734,"(41.841869335, -87.709842734)"
12018754,JD196300,03/27/2020 04:00:00 PM,008XX W WELLINGTON AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,1933,19,44.0,6.0,20,1169981.0,1920130.0,2020,09/07/2021 03:41:02 PM,41.936335635,-87.650710119,"(41.936335635, -87.650710119)"
12020485,JD198280,03/14/2020 11:00:00 AM,008XX N LA SALLE DR,0810,THEFT,OVER $500,APARTMENT,False,False,1832,18,2.0,8.0,06,1174994.0,1905840.0,2020,04/02/2020 04:24:03 PM,41.897012256,-87.632716018,"(41.897012256, -87.632716018)"
12189368,JD394760,10/09/2020 10:00:00 PM,028XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1222,12,27.0,27.0,08A,1157627.0,1900560.0,2020,10/16/2020 03:42:28 PM,41.882894911,-87.696646239,"(41.882894911, -87.696646239)"
12039690,JD219685,04/29/2020 08:00:00 AM,067XX S WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),False,False,832,8,17.0,66.0,05,1161534.0,1859955.0,2020,05/06/2020 03:40:37 PM,41.771389725,-87.683427501,"(41.771389725, -87.683427501)"
